Inline	Crossline	Time(ms)	Vp(Meter/second)	P_Impedance_rel(Kg/m2s)	P_Impedance(Kg/m2s)	Porosity(fraction)	Gamma_Ray(API)	Sonic(us/m)	Density(kg/m3)
442	1007	1681.02880859	1836.21826172	-89514.34375	3698607.25	0.39760298	28.01107025	544.81689453	2013.85559082
442	1007	1681.19177246	1836.7355957	-89316.53125	3700146	0.39743757	28.06656265	544.66656494	2014.1204834
442	1007	1681.35388184	1837.26257324	-89084.171875	3701713	0.39726913	28.12357903	544.51348877	2014.38989258
442	1007	1681.51489258	1837.79943848	-88818.0234375	3703309.25	0.39709753	28.18214417	544.35760498	2014.66430664
442	1007	1681.67565918	1838.34558105	-88519.2734375	3704933.5	0.39692307	28.24218369	544.19903564	2014.94348145
442	1007	1681.83654785	1838.90161133	-88188.390625	3706587	0.39674547	28.3037796	544.03765869	2015.22766113
442	1007	1681.9979248	1839.46740723	-87826.296875	3708269.25	0.39656484	28.36692619	543.87341309	2015.51672363
442	1007	1682.15881348	1840.04150391	-87434.625	3709976.5	0.3963815	28.43150902	543.70690918	2015.80981445
442	1007	1682.31884766	1840.62451172	-87014.140625	3711710	0.39619538	28.49757767	543.5378418	2016.10766602
442	1007	1682.4786377	1841.21533203	-86566.2890625	3713467.25	0.39600688	28.56506729	543.36651611	2016.40917969
442	1007	1682.63891602	1841.81469727	-86091.453125	3715249.75	0.39581564	28.63408279	543.19274902	2016.71508789
442	1007	1682.7989502	1842.42248535	-85590.6796875	3717056.75	0.39562178	28.70462799	543.01660156	2017.02526855
442	1007	1682.95898438	1843.03723145	-85065.9609375	3718885.25	0.39542571	28.77659416	542.83850098	2017.33886719
442	1007	1683.11889648	1843.65930176	-84518.0703125	3720734.75	0.39522731	28.85004044	542.65826416	2017.65625
442	1007	1683.28613281	1844.2878418	-83948.65625	3722603.5	0.39502695	28.92492104	542.47619629	2017.9765625
442	1007	1683.44189453	1844.92346191	-83358	3724493.75	0.39482433	29.00137711	542.29211426	2018.30065918
442	1007	1683.60290527	1845.56591797	-82747.2890625	3726404.75	0.39461952	29.07942772	542.1060791	2018.62817383
442	1007	1683.76391602	1846.21398926	-82118.765625	3728331	0.39441302	29.15895844	541.91845703	2018.95825195
442	1007	1683.92480469	1846.86743164	-81473.1953125	3730275	0.3942048	29.24005127	541.72937012	2019.29150391
442	1007	1684.08581543	1847.52575684	-80812.421875	3732231.75	0.39399511	29.32264137	541.53881836	2019.62670898
442	1007	1684.24682617	1848.18920898	-80136.640625	3734204.5	0.39378375	29.4068718	541.34686279	2019.96472168
442	1007	1684.40783691	1848.85742188	-79447.109375	3736191.5	0.39357087	29.49273491	541.15344238	2020.30517578
442	1007	1684.56896973	1849.52905273	-78746.28125	3738188.25	0.39335701	29.58008003	540.95928955	2020.64709473
442	1007	1684.72998047	1850.20385742	-78034.9375	3740194.5	0.39314216	29.66895676	540.76403809	2020.99060059
442	1007	1684.89074707	1850.88049316	-77314.9765625	3742207.25	0.39292663	29.75928116	540.56829834	2021.33520508
442	1007	1685.05163574	1851.55993652	-76586.5625	3744227.5	0.3927103	29.85116959	540.37182617	2021.68115234
442	1007	1685.21179199	1852.24145508	-75851.015625	3746254	0.39249334	29.94460678	540.17480469	2022.02783203
442	1007	1685.37084961	1852.9230957	-75110.890625	3748281.25	0.39227632	30.03942108	539.9776001	2022.37512207
442	1007	1685.52893066	1853.60522461	-74366.9375	3750309.25	0.39205927	30.13565636	539.78045654	2022.72192383
442	1007	1685.68676758	1854.28613281	-73621.109375	3752333.5	0.39184251	30.23321533	539.58361816	2023.06848145
442	1007	1685.84179688	1854.96655273	-72873.53125	3754356.75	0.391626	30.33222961	539.38696289	2023.41467285
442	1007	1685.99694824	1855.64562988	-72125.5625	3756376	0.39140987	30.43267822	539.19067383	2023.76013184
442	1007	1686.15283203	1856.32177734	-71379.7578125	3758387	0.3911947	30.53436089	538.99530029	2024.10412598
442	1007	1686.30895996	1856.99487305	-70636.8359375	3760387.5	0.39098057	30.63733482	538.80078125	2024.4465332
442	1007	1686.46362305	1857.66357422	-69898.75	3762376	0.39076787	30.74148369	538.60760498	2024.78662109
442	1007	1686.61975098	1858.32824707	-69165.609375	3764352.5	0.3905564	30.84695244	538.41558838	2025.12463379
442	1007	1686.7779541	1858.98864746	-68438.7421875	3766315.75	0.39034641	30.95372009	538.22491455	2025.46008301
442	1007	1686.93676758	1859.64233398	-67720.6484375	3768260	0.39013842	31.06159019	538.03607178	2025.79272461
442	1007	1687.09985352	1860.29003906	-67012	3770185.5	0.38993251	31.17061615	537.849	2026.12207031
442	1007	1687.26464844	1860.93017578	-66314.65625	3772089	0.3897289	31.28068161	537.66412354	2026.4473877
442	1007	1687.4309082	1861.56347656	-65628.734375	3773971.75	0.38952759	31.39193153	537.48132324	2026.76916504
442	1007	1687.59594727	1862.18896484	-64955.515625	3775831.75	0.38932869	31.50433159	537.30065918	2027.08728027
442	1007	1687.76074219	1862.80578613	-64297.31640625	3777665.25	0.38913268	31.61766815	537.12268066	2027.4005127
442	1007	1687.92687988	1863.41308594	-63654.796875	3779471.5	0.38893962	31.73199844	536.9473877	2027.7088623
442	1007	1688.09265137	1864.01037598	-63029.640625	3781247.25	0.38874975	31.84718704	536.77496338	2028.01245117
442	1007	1688.20910645	1864.59790039	-62422.00390625	3782994.25	0.38856301	31.96338844	536.60540771	2028.31091309
442	1007	1688.4239502	1865.1751709	-61833.08203125	3784710.25	0.38837957	32.08055878	536.43884277	2028.60412598
442	1007	1688.58898926	1865.74060059	-61264.91796875	3786392	0.38819987	32.19846725	536.27563477	2028.89135742
442	1007	1688.75390625	1866.29431152	-60718.125	3788038.5	0.38802388	32.31713867	536.11590576	2029.17248535
442	1007	1688.91882324	1866.83532715	-60194.16796875	3789646.75	0.38785201	32.43644714	535.95983887	2029.44714355
442	1007	1689.0838623	1867.3638916	-59693.2421875	3791218.25	0.38768408	32.55651855	535.80737305	2029.71557617
442	1007	1689.24987793	1867.8795166	-59216.41015625	3792751	0.38752031	32.67730713	535.65869141	2029.97717285
442	1007	1689.41577148	1868.38037109	-58765.39453125	3794240.25	0.38736114	32.79855347	535.51416016	2030.23168945
442	1007	1689.58081055	1868.86694336	-58340.75	3795687.25	0.38720661	32.92029572	535.3739624	2030.47839355
442	1007	1689.74475098	1869.33789063	-57943.68359375	3797087.5	0.38705704	33.04236603	535.23809814	2030.7175293
442	1007	1689.90869141	1869.79370117	-57574.43359375	3798442.5	0.38691232	33.1648941	535.10675049	2030.94873047
442	1007	1690.07189941	1870.23376465	-57233.89453125	3799750.75	0.3867726	33.28781509	534.97998047	2031.17211914
442	1007	1690.23474121	1870.65661621	-56923.3984375	3801008	0.38663834	33.41085434	534.85809326	2031.38623047
442	1007	1690.39685059	1871.0625	-56643.41015625	3802214	0.38650954	33.5340271	534.74121094	2031.59216309
442	1007	1690.55981445	1871.45019531	-56394.8203125	3803367.5	0.38638648	33.65714264	534.62945557	2031.78869629
442	1007	1690.72180176	1871.8203125	-56177.92578125	3804467.75	0.38626909	33.78032684	534.52294922	2031.97631836
442	1007	1690.8848877	1872.17224121	-55993.4375	3805514.25	0.38615748	33.90350342	534.42169189	2032.15454102
442	1007	1691.04589844	1872.50488281	-55842.234375	3806503.25	0.38605195	34.02640533	534.32592773	2032.32299805
442	1007	1691.20800781	1872.81860352	-55724.69921875	3807436.25	0.38595256	34.14907455	534.23571777	2032.48193359
442	1007	1691.36877441	1873.11291504	-55641.39453125	3808310.75	0.38585934	34.2713623	534.15118408	2032.63061523
442	1007	1691.52880859	1873.38781738	-55592.66015625	3809127.75	0.38577229	34.39339066	534.07220459	2032.76953125
442	1007	1691.68884277	1873.64318848	-55579	3809887.5	0.38569143	34.51510239	533.99884033	2032.89868164
442	1007	1691.84887695	1873.87854004	-55600.76171875	3810586.75	0.38561696	34.6362381	533.93133545	2033.01745605
442	1007	1692.00891113	1874.09399414	-55658.2734375	3811227.25	0.38554886	34.75683212	533.86956787	2033.12609863
442	1007	1692.16772461	1874.28942871	-55751.6796875	3811808	0.38548711	34.87674332	533.81359863	2033.22460938
442	1007	1692.32678223	1874.46496582	-55881.40234375	3812330.25	0.38543165	34.99611282	533.7633667	2033.31311035
442	1007	1692.48596191	1874.62109375	-56047.70703125	3812793.5	0.38538247	35.11491013	533.71881104	2033.39135742
442	1007	1692.64489746	1874.75695801	-56250.43359375	3813197.75	0.38533959	35.23288345	533.68005371	2033.4597168
442	1007	1692.80395508	1874.87353516	-56489.80859375	3813544.75	0.38530296	35.35011673	533.64678955	2033.51806641
442	1007	1692.96289063	1874.97058105	-56765.59375	3813833	0.38527244	35.46646118	533.6192627	2033.56665039
442	1007	1693.12072754	1875.04858398	-57078.26953125	3814064.5	0.38524804	35.5820694	533.597229	2033.60546875
442	1007	1693.28625488	1875.10766602	-57427.85546875	3814240	0.38522965	35.69689941	533.58062744	2033.63464355
442	1007	1693.43701172	1875.14782715	-57813.625	3814359.25	0.38521722	35.81070709	533.56945801	2033.65441895
442	1007	1693.59289551	1875.16967773	-58235.72265625	3814423.75	0.38521057	35.92355728	533.56359863	2033.66455078
442	1007	1693.74780273	1875.17333984	-58693.51953125	3814434.75	0.38520968	36.03530884	533.56292725	2033.66577148
442	1007	1693.90368652	1875.15942383	-59187.5390625	3814393.5	0.38521436	36.14611053	533.56726074	2033.65795898
442	1007	1694.05981445	1875.1282959	-59717.55859375	3814301.25	0.38522449	36.2559166	533.57659912	2033.64160156
442	1007	1694.21569824	1875.08056641	-60282.3359375	3814158.25	0.38523984	36.36451721	533.59069824	2033.61657715
442	1007	1694.37145996	1875.01672363	-60881.90234375	3813968.5	0.38526034	36.47197342	533.60943604	2033.58361816
442	1007	1694.52697754	1874.93713379	-61515.2734375	3813731.75	0.38528571	36.57817078	533.63262939	2033.54284668
442	1007	1694.68286133	1874.84265137	-62182.9921875	3813450.25	0.38531581	36.68325806	533.66009521	2033.49450684
442	1007	1694.83789063	1874.73352051	-62884.609375	3813125.5	0.38535047	36.78722382	533.69177246	2033.43896484
442	1007	1694.99389648	1874.61071777	-63618.36328125	3812760.25	0.38538948	36.8898735	533.72729492	2033.37609863
442	1007	1695.14599609	1874.47436523	-64384.1953125	3812355	0.38543263	36.99127579	533.76660156	2033.30700684
442	1007	1695.30078125	1874.32580566	-65180.7421875	3811912.75	0.38547972	37.09133911	533.80950928	2033.23132324
442	1007	1695.45678711	1874.16491699	-66008.6171875	3811434.25	0.38553059	37.19020081	533.855896	2033.14978027
442	1007	1695.61608887	1873.99230957	-66867.1171875	3810921.5	0.38558507	37.28783798	533.90545654	2033.0625
442	1007	1695.77392578	1873.8092041	-67754.03125	3810376.5	0.38564286	37.38408279	533.95806885	2032.96972656
442	1007	1695.93078613	1873.61633301	-68669.1875	3809802.5	0.38570374	37.47899628	534.0135498	2032.87207031
442	1007	1696.0847168	1873.4140625	-69610.9296875	3809201	0.38576743	37.57249451	534.0715332	2032.77001953
442	1007	1696.23876953	1873.20336914	-70579.8828125	3808574.25	0.3858338	37.66472626	534.13189697	2032.66369629
442	1007	1696.39196777	1872.98498535	-71575.1484375	3807924.5	0.38590252	37.75569534	534.19445801	2032.55371094
442	1007	1696.54382324	1872.76013184	-72594.0703125	3807256.25	0.38597319	37.84527206	534.25872803	2032.44042969
442	1007	1696.69689941	1872.53015137	-73636.4453125	3806571.75	0.38604552	37.93353271	534.32452393	2032.32446289
442	1007	1696.85192871	1872.29626465	-74700.3046875	3805876	0.38611904	38.02043152	534.39147949	2032.20678711
442	1007	1697.00769043	1872.05969238	-75786.296875	3805172.25	0.38619345	38.10609818	534.45922852	2032.08752441
442	1007	1697.16491699	1871.82177734	-76893.3359375	3804464.5	0.38626835	38.19051743	534.52734375	2031.96765137
442	1007	1697.32299805	1871.58447266	-78018.4296875	3803758.75	0.38634309	38.27353668	534.59533691	2031.84790039
442	1007	1697.48083496	1871.3482666	-79161.2890625	3803056.5	0.38641754	38.35520554	534.66308594	2031.7286377
442	1007	1697.63879395	1871.11499023	-80319.71875	3802362.5	0.3864913	38.43545151	534.73016357	2031.6105957
442	1007	1697.79772949	1870.88452148	-81494.3828125	3801676.75	0.38656428	38.51439285	534.79656982	2031.49365234
442	1007	1697.95690918	1870.65759277	-82684.0390625	3801002.5	0.3866362	38.59201431	534.862	2031.37854004
442	1007	1698.11694336	1870.43566895	-83885.4140625	3800341.5	0.3867068	38.66818619	534.9262085	2031.265625
442	1007	1698.27587891	1870.21850586	-85098.1796875	3799695.75	0.38677594	38.74296951	534.98907471	2031.15478516
442	1007	1698.43481445	1870.00695801	-86319.9765625	3799066.75	0.38684344	38.81629181	535.05047607	2031.04663086
442	1007	1698.59387207	1869.80102539	-87551.4296875	3798454	0.38690937	38.8882637	535.1104126	2030.94116211
442	1007	1698.75305176	1869.60095215	-88791.1640625	3797858.5	0.38697356	38.9588623	535.16888428	2030.83825684
442	1007	1698.91296387	1869.40698242	-90035.7578125	3797282	0.38703591	39.02795792	535.2255249	2030.73864746
442	1007	1699.07299805	1869.21972656	-91284.796875	3796724.5	0.38709635	39.09558105	535.28045654	2030.64172363
442	1007	1699.23278809	1869.03930664	-92535.8125	3796188.25	0.38715473	39.1616478	535.33361816	2030.54833984
442	1007	1699.39282227	1868.8659668	-93789.40625	3795672.5	0.38721102	39.22621536	535.38482666	2030.45812988
442	1007	1699.55383301	1868.69970703	-95044.1171875	3795178.5	0.38726518	39.28924179	535.43408203	2030.37145996
442	1007	1699.71386719	1868.54174805	-96296.421875	3794707.75	0.38731697	39.35057831	535.48114014	2030.28869629
442	1007	1699.875	1868.39160156	-97545.8828125	3794261.25	0.38736629	39.41024017	535.52606201	2030.2097168
442	1007	1700	1868.25	-98789.984375	3793840.25	0.38741305	39.4681282	535.56860352	2030.13476563
442	1007	1700.19775391	1868.1171875	-100029.265625	3793445	0.38745722	39.52429199	535.60876465	2030.06408691
442	1007	1700.35998535	1867.99353027	-101262.2265625	3793076.75	0.38749865	39.57868958	535.64648438	2029.99780273
442	1007	1700.52185059	1867.87915039	-102485.328125	3792737.25	0.38753715	39.6312027	535.68145752	2029.93615723
442	1007	1700.68493652	1867.77502441	-103698.1171875	3792427.25	0.38757268	39.68185043	535.71380615	2029.87915039
442	1007	1700.84790039	1867.68103027	-104898.1015625	3792147.5	0.38760507	39.73058701	535.7432251	2029.82739258
442	1007	1701.00976563	1867.59765625	-106085.734375	3791899.5	0.38763425	39.77748489	535.76977539	2029.78063965
442	1007	1701.17297363	1867.52526855	-107259.484375	3791684	0.38766009	39.82253265	535.79327393	2029.73937988
442	1007	1701.33703613	1867.46435547	-108415.9609375	3791502.5	0.38768244	39.86565399	535.81365967	2029.70361328
442	1007	1701.50097656	1867.41516113	-109554.65625	3791355.75	0.38770127	39.90691376	535.83081055	2029.67346191
442	1007	1701.66369629	1867.37756348	-110673.1875	3791244.5	0.38771641	39.94628906	535.84454346	2029.64916992
442	1007	1701.82775879	1867.35241699	-111771.90625	3791169.25	0.38772783	39.98386383	535.85498047	2029.63085938
442	1007	1701.9909668	1867.33947754	-112849.3125	3791130.75	0.38773552	40.01964951	535.86193848	2029.61865234
442	1007	1702.15490723	1867.33886719	-113902.2265625	3791129.25	0.38773942	40.05358505	535.86547852	2029.61230469
442	1007	1702.31884766	1867.35095215	-114930.1328125	3791164.5	0.38773948	40.08571625	535.86560059	2029.61206055
442	1007	1702.48168945	1867.37512207	-115930.8125	3791236.25	0.38773578	40.1160202	535.86224365	2029.61816406
442	1007	1702.64575195	1867.41210938	-116904.4921875	3791346	0.38772818	40.1445694	535.85534668	2029.63024902
442	1007	1702.80895996	1867.46179199	-117849.75	3791493.75	0.38771668	40.17139053	535.8449707	2029.64868164
442	1007	1702.97302246	1867.52404785	-118763.71875	3791678.75	0.3877013	40.19647217	535.83093262	2029.67333984
442	1007	1703.13684082	1867.59973145	-119645.8359375	3791902.75	0.38768187	40.21988297	535.81335449	2029.70446777
442	1007	1703.30065918	1867.68835449	-120494.1640625	3792166.5	0.38765839	40.24166489	535.79199219	2029.74194336
442	1007	1703.46472168	1867.79101563	-121308.765625	3792471.75	0.38763058	40.26190567	535.76672363	2029.78637695
442	1007	1703.62988281	1867.90808105	-122088.328125	3792820.25	0.38759834	40.28066254	535.73742676	2029.83813477
442	1007	1703.79382324	1868.04003906	-122830.3828125	3793211.75	0.38756156	40.29795837	535.70410156	2029.89685059
442	1007	1703.95788574	1868.18688965	-123534.3828125	3793648.5	0.3875201	40.31386948	535.66638184	2029.96313477
442	1007	1704.12280273	1868.34924316	-124198.6796875	3794131	0.38747388	40.32843018	535.62438965	2030.03710938
442	1007	1704.28613281	1868.52746582	-124823.1796875	3794660.5	0.38742274	40.34171295	535.57794189	2030.11889648
442	1007	1704.4519043	1868.72192383	-125406.6953125	3795238.5	0.38736659	40.3537674	535.52697754	2030.20874023
442	1007	1704.61694336	1868.93200684	-125947.2578125	3795863	0.38730547	40.36462784	535.47143555	2030.30651855
442	1007	1704.78393555	1869.15844727	-126444.3046875	3796536.25	0.38723934	40.37434769	535.41131592	2030.41235352
442	1007	1704.95080566	1869.40087891	-126896.5390625	3797256.5	0.38716817	40.3829689	535.34661865	2030.52612305
442	1007	1705.11865234	1869.65966797	-127303.6953125	3798026	0.38709188	40.39054489	535.27728271	2030.64819336
442	1007	1705.28491211	1869.93505859	-127664.7578125	3798844.25	0.38701043	40.39709854	535.20330811	2030.77868652
442	1007	1705.4519043	1870.2265625	-127978.296875	3799711.25	0.38692391	40.40265274	535.12469482	2030.91699219
442	1007	1705.61901855	1870.53417969	-128243.8046875	3800626	0.38683227	40.40724564	535.0413208	2031.0637207
442	1007	1705.78479004	1870.85827637	-128460.3203125	3801589	0.3867355	40.41088867	534.95349121	2031.21838379
442	1007	1705.95068359	1871.19885254	-128627.4296875	3802601.25	0.38663355	40.41361618	534.86077881	2031.38146973
442	1007	1706.11682129	1871.5559082	-128744.3046875	3803663	0.38652632	40.41543961	534.7633667	2031.55310059
442	1007	1706.28295898	1871.92895508	-128810.125	3804772.5	0.38641405	40.41637802	534.66137695	2031.73266602
442	1007	1706.44799805	1872.31860352	-128824.359375	3805930.25	0.38629663	40.41647339	534.5546875	2031.92028809
442	1007	1706.61181641	1872.72387695	-128786.5078125	3807135	0.3861742	40.41576767	534.44335938	2032.11633301
442	1007	1706.77563477	1873.14575195	-128695.9375	3808389	0.38604653	40.41429901	534.32733154	2032.32067871
442	1007	1706.93981934	1873.58398438	-128552.015625	3809692	0.38591361	40.41209412	534.20654297	2032.53320313
442	1007	1707.10192871	1874.03820801	-128354.6015625	3811042.25	0.38577569	40.40921021	534.08117676	2032.75402832
442	1007	1707.26477051	1874.50878906	-128103.1875	3812440.75	0.38563263	40.40565872	533.95123291	2032.98291016
442	1007	1707.42663574	1874.99462891	-127797.7109375	3813885.25	0.38548464	40.4015007	533.81671143	2033.21960449
442	1007	1707.58862305	1875.4967041	-127437.3203125	3815378	0.38533154	40.39676285	533.67755127	2033.46459961
442	1007	1707.75097656	1876.01464844	-127021.6328125	3816918	0.38517338	40.39149857	533.53381348	2033.71765137
442	1007	1707.9128418	1876.54736328	-126551.171875	3818501.5	0.38501051	40.38575745	533.38580322	2033.97827148
442	1007	1708.07397461	1877.0949707	-126025.4140625	3820129	0.38484287	40.37958527	533.23352051	2034.24633789
442	1007	1708.29174805	1877.65649414	-125444.78125	3821798.75	0.38467082	40.37303543	533.07714844	2034.52160645
442	1007	1708.39672852	1878.23242188	-124808.21875	3823510.75	0.38449416	40.36613846	532.91662598	2034.80419922
442	1007	1708.5579834	1878.8223877	-124115.578125	3825264.5	0.38431305	40.35891342	532.75195313	2035.09399414
442	1007	1708.71887207	1879.42468262	-123368.03125	3827055	0.38412794	40.35142136	532.58380127	2035.39013672
442	1007	1708.88	1880.03942871	-122565.1328125	3828883	0.38393885	40.34365463	532.41192627	2035.69262695
442	1007	1709.04089355	1880.66564941	-121707.71875	3830744.75	0.38374606	40.33565903	532.23675537	2036.00109863
442	1007	1709.20178223	1881.30371094	-120794.53125	3832641.75	0.38354948	40.32743073	532.05810547	2036.31555176
442	1007	1709.36193848	1881.95324707	-119825.65625	3834572.5	0.38334921	40.31899643	531.8760376	2036.6361084
442	1007	1709.52185059	1882.61291504	-118802.953125	3836533.5	0.38314569	40.31039429	531.69110107	2036.96154785
442	1007	1709.68188477	1883.28210449	-117725.96875	3838523.5	0.38293898	40.30164719	531.5032959	2037.2923584
442	1007	1709.8416748	1883.96008301	-116596.03125	3840539	0.38272947	40.29279709	531.31292725	2037.62731934
442	1007	1710	1884.64709473	-115411.6328125	3842581.25	0.38251704	40.28385544	531.11987305	2037.96716309
442	1007	1710.15991211	1885.34240723	-114173.0859375	3844648	0.3823019	40.27485657	530.92437744	2038.31140137
442	1007	1710.31933594	1886.04394531	-112882.953125	3846734	0.38208467	40.26584244	530.72692871	2038.65881348
442	1007	1710.47851563	1886.75158691	-111540.765625	3848837.75	0.38186538	40.25681305	530.52764893	2039.00952148
442	1007	1710.63781738	1887.46411133	-110148.2578125	3850956	0.38164446	40.24782562	530.3269043	2039.36303711
442	1007	1710.796875	1888.1817627	-108703.7421875	3853089.75	0.3814218	40.23886871	530.12457275	2039.71923828
442	1007	1710.95690918	1888.90393066	-107207.75	3855236.75	0.38119763	40.22998428	529.9208374	2040.07788086
442	1007	1711.1159668	1889.6282959	-105663.4609375	3857391	0.38097247	40.22121048	529.71624756	2040.43798828
442	1007	1711.27502441	1890.35534668	-104070.390625	3859552.25	0.38074651	40.21257019	529.51086426	2040.79968262
442	1007	1711.43273926	1891.08337402	-102430.703125	3861716.5	0.38052008	40.20409012	529.30511475	2041.16186523
442	1007	1711.59082031	1891.8125	-100742.5	3863884.25	0.38029313	40.19575882	529.09887695	2041.52490234
442	1007	1711.74682617	1892.54211426	-99006.53125	3866053.25	0.38006592	40.18757248	528.89239502	2041.88830566
442	1007	1711.9017334	1893.27038574	-97226.5390625	3868218.25	0.37983897	40.17954636	528.68615723	2042.2512207
442	1007	1712.05700684	1893.99719238	-95402.046875	3870379.75	0.3796123	40.1716423	528.48010254	2042.61413574
442	1007	1712.20922852	1894.72167969	-93535.5625	3872533.5	0.37938622	40.16387177	528.27471924	2042.97570801
442	1007	1712.36083984	1895.44433594	-91625.015625	3874681.75	0.37916058	40.15621185	528.06964111	2043.33666992
442	1007	1712.51	1896.16455078	-89671.3203125	3876822.25	0.37893561	40.14866257	527.86523438	2043.69665527
442	1007	1712.65588379	1896.88	-87678.734375	3878950.25	0.37871185	40.14125061	527.6618042	2044.0546875
442	1007	1712.7989502	1897.59130859	-85646.7734375	3881064.5	0.37848938	40.1339798	527.45965576	2044.41052246
442	1007	1712.94287109	1898.29675293	-83578.25	3883162.25	0.37826854	40.12688446	527.25891113	2044.76391602
442	1007	1713.08972168	1898.99743652	-81470.921875	3885245.25	0.37804911	40.11997604	527.05950928	2045.11486816
442	1007	1713.24	1899.69287109	-79325.875	3887312.25	0.37783122	40.11327744	526.8614502	2045.46362305
442	1007	1713.39099121	1900.38134766	-77147.796875	3889360	0.37761527	40.10682678	526.6652832	2045.80895996
442	1007	1713.54284668	1901.06384277	-74936.171875	3891388.75	0.3774012	40.10063553	526.47064209	2046.15148926
442	1007	1713.69677734	1901.73937988	-72694.1015625	3893397	0.37718925	40.09472656	526.27801514	2046.49060059
442	1007	1713.85168457	1902.40869141	-70419.1484375	3895387	0.37697914	40.08911133	526.08709717	2046.82678223
442	1007	1714.00891113	1903.07177734	-68112.53125	3897358.5	0.37677091	40.08380508	525.89782715	2047.15991211
442	1007	1714.16699219	1903.72766113	-65779.3046875	3899307.75	0.37656504	40.07883072	525.71063232	2047.48937988
442	1007	1714.32580566	1904.37585449	-63418.91015625	3901235.75	0.37636125	40.07420349	525.52545166	2047.81555176
442	1007	1714.48120117	1905.01708984	-61034.62890625	3903141.75	0.37615982	40.0699501	525.34240723	2048.13769531
442	1007	1714.63684082	1905.65161133	-58623.8984375	3905028.25	0.37596044	40.066082	525.16119385	2048.45678711
442	1007	1714.80187988	1906.27966309	-56188.015625	3906895	0.37576315	40.06262207	524.98187256	2048.77246094
442	1007	1714.9609375	1906.90014648	-53732.31640625	3908739.75	0.37556815	40.05960083	524.8046875	2049.08447266
442	1007	1715.11901855	1907.51367188	-51256.19140625	3910564	0.37537545	40.05702591	524.62939453	2049.39282227
442	1007	1715.27770996	1908.12023926	-48763.0625	3912367.25	0.37518498	40.0549202	524.45635986	2049.69750977
442	1007	1715.43481445	1908.7208252	-46250.23828125	3914152.75	0.37499645	40.05328369	524.28497314	2050
442	1007	1715.59277344	1909.31591797	-43719.0625	3915921.5	0.37480986	40.05213547	524.11535645	2050.29760742
442	1007	1715.75085449	1909.9041748	-41175.0546875	3917670.75	0.37462538	40.05149078	523.94769287	2050.59301758
442	1007	1715.90795898	1910.48693848	-38617.546875	3919403.25	0.37444282	40.05136871	523.78179932	2050.88500977
442	1007	1716.06567383	1911.06420898	-36050.0234375	3921119.25	0.37426224	40.05179596	523.61761475	2051.17382813
442	1007	1716.22277832	1911.63720703	-33469.6796875	3922822.5	0.37408316	40.05279922	523.45483398	2051.46044922
442	1007	1716.37878418	1912.20629883	-30877.88085938	3924514.5	0.37390554	40.05439377	523.293396	2051.74462891
442	1007	1716.53588867	1912.77111816	-28280.22851563	3926194	0.3737295	40.0565834	523.13336182	2052.02612305
442	1007	1716.69189453	1913.3326416	-25675.9765625	3927862.75	0.37355489	40.05936432	522.97467041	2052.30541992
442	1007	1716.84765625	1913.89001465	-23068.62890625	3929520	0.3733817	40.06272125	522.81719971	2052.58276367
442	1007	1717.00378418	1914.44494629	-20455.28710938	3931169.5	0.37320966	40.06663132	522.66082764	2052.8581543
442	1007	1717.15795898	1914.99719238	-17837.29296875	3932811.5	0.37303868	40.07107544	522.50543213	2053.1315918
442	1007	1717.31298828	1915.54663086	-15220.23730469	3934445	0.37286901	40.07601929	522.35119629	2053.40307617
442	1007	1717.46789551	1916.09375	-12603.31640625	3936071.5	0.37270039	40.08144379	522.19793701	2053.6730957
442	1007	1717.62280273	1916.63830566	-9989.96289063	3937690	0.37253284	40.08731842	522.0456543	2053.94091797
442	1007	1717.77770996	1917.18151855	-7377.21533203	3939305	0.3723661	40.09363937	521.894104	2054.20776367
442	1007	1717.93188477	1917.72375488	-4766.35546875	3940917	0.3722	40.10038757	521.74310303	2054.47363281
442	1007	1718.0859375	1918.26428223	-2162.88061523	3942523.75	0.37203473	40.10752869	521.59289551	2054.73803711
442	1007	1718.23986816	1918.80395508	434.09732056	3944128.5	0.37187016	40.11505508	521.44329834	2055.0012207
442	1007	1718.39282227	1919.34265137	3021.26416016	3945729.5	0.37170628	40.12294006	521.29437256	2055.26342773
442	1007	1718.546875	1919.88110352	5601.63330078	3947330.25	0.37154281	40.13117218	521.14581299	2055.52490234
442	1007	1718.7010498	1920.41967773	8174.00878906	3948931.5	0.37137964	40.13974	520.99749756	2055.78588867
442	1007	1718.85473633	1920.95788574	10733.06933594	3950531.25	0.37121704	40.14861679	520.84973145	2056.04589844
442	1007	1719.01	1921.49658203	13279.78027344	3952132.5	0.37105462	40.15779877	520.70214844	2056.30615234
442	1007	1719.16577148	1922.03540039	15810.99707031	3953734.5	0.37089252	40.16726685	520.55480957	2056.56542969
442	1007	1719.32177734	1922.57580566	18329.75976563	3955341.25	0.37073037	40.17702484	520.40740967	2056.82470703
442	1007	1719.47900391	1923.11804199	20834.98632813	3956953	0.37056804	40.18706512	520.2598877	2057.08447266
442	1007	1719.63684082	1923.66149902	23321.60351563	3958568.5	0.37040573	40.19735718	520.11236572	2057.34375
442	1007	1719.79577637	1924.20690918	25790.6640625	3960190	0.37024319	40.20791626	519.96472168	2057.60400391
