Inline	Crossline	Time(ms)	Vp(Meter/second)	P_Impedance_rel(Kg/m2s)	P_Impedance(Kg/m2s)	Porosity(fraction)	Gamma_Ray(API)	Sonic(us/m)	Density(kg/m3)
442	1007	537.0692749	2032.76928711	-133541.3125	4282988.5	0.34008372	73.69519043	492.54647827	2105.86889648
442	1007	537.2288208	2031.70019531	-137347.125	4279811	0.34037414	73.66613007	492.81051636	2105.40405273
442	1007	537.38848877	2030.64477539	-141118.484375	4276675	0.34066108	73.63668823	493.0713501	2104.94506836
442	1007	537.5480957	2029.60668945	-144845.34375	4273591	0.34094366	73.60688782	493.32818604	2104.49291992
442	1007	537.70776367	2028.5859375	-148528.296875	4270558	0.34122184	73.5766449	493.58102417	2104.04785156
442	1007	537.86743164	2027.58422852	-152163.359375	4267582	0.34149519	73.54595947	493.82952881	2103.61035156
442	1007	538.02697754	2026.60412598	-155742.25	4264670	0.34176299	73.51483917	494.07293701	2103.18188477
442	1007	538.18664551	2025.64587402	-159266.828125	4261822.5	0.34202525	73.4832077	494.3112793	2102.76245117
442	1007	538.34631348	2024.71240234	-162727.59375	4259050	0.3422811	73.45109558	494.54391479	2102.3527832
442	1007	538.50592041	2023.80480957	-166124.875	4256353.5	0.34253037	73.4184494	494.77050781	2101.95385742
442	1007	538.66558838	2022.9251709	-169454.828125	4253740.5	0.34277248	73.38523102	494.99053955	2101.56640625
442	1007	538.82513428	2022.07666016	-172709.671875	4251220	0.34300649	73.35148621	495.20330811	2101.19213867
442	1007	538.98486328	2021.25952148	-175890.9375	4248793	0.34323245	73.31711578	495.40872192	2100.83032227
442	1007	539.14447021	2020.47644043	-178989.875	4246466.5	0.34344962	73.2821579	495.60614014	2100.48291016
442	1007	539.30407715	2019.72717285	-182006.625	4244241.5	0.34365803	73.24654388	495.79559326	2100.14941406
442	1007	539.46374512	2019.01306152	-184937.515625	4242120	0.34385741	73.21025085	495.97686768	2099.83032227
442	1007	539.62329102	2018.33520508	-187775.578125	4240107	0.34404725	73.17332458	496.1494751	2099.52636719
442	1007	539.78302002	2017.69360352	-190521.90625	4238202	0.34422773	73.13567352	496.31356812	2099.23779297
442	1007	539.94256592	2017.09020996	-193168.78125	4236409.5	0.34439829	73.09736633	496.46862793	2098.96459961
442	1007	540.10223389	2016.52478027	-195716.09375	4234730.5	0.34455895	73.05831909	496.61471558	2098.70751953
442	1007	540.26190186	2015.99816895	-198160.546875	4233167.5	0.34470952	73.01853943	496.75161743	2098.46655273
442	1007	540.42150879	2015.51135254	-200496.109375	4231722	0.34484965	72.97803497	496.87905884	2098.2421875
442	1007	540.58117676	2015.06433105	-202723.46875	4230395	0.34497941	72.9367218	496.99703979	2098.03442383
442	1007	540.74072266	2014.65820313	-204836.140625	4229189	0.3450985	72.89463806	497.10534668	2097.84375
442	1007	540.90039063	2014.29248047	-206833.796875	4228104	0.34520695	72.85172272	497.20401001	2097.66992188
442	1007	541.06011963	2013.96765137	-208713.53125	4227139.5	0.3453047	72.80797577	497.29290771	2097.51342773
442	1007	541.21966553	2013.68408203	-210470.515625	4226298.5	0.3453916	72.76345062	497.37197876	2097.37426758
442	1007	541.3793335	2013.44140625	-212104.9375	4225579.5	0.34546769	72.71809387	497.44122314	2097.25219727
442	1007	541.53887939	2013.24060059	-213611.78125	4224984	0.34553286	72.67198181	497.5005188	2097.14794922
442	1007	541.69854736	2013.08105469	-214990.515625	4224511	0.3455871	72.62506104	497.54989624	2097.06103516
442	1007	541.85827637	2012.9630127	-216238.734375	4224162	0.34563041	72.57733154	497.58929443	2096.99145508
442	1007	542.01782227	2012.88635254	-217352.9375	4223935.5	0.34566268	72.52883148	497.6187439	2096.93969727
